composition,cr_pct,time,h,P,phase
Fe16Cr0,0.0,0.01058493,0.0006907800000000002,2.593002e-14,loading
Fe16Cr0,0.0,0.01158493,0.001700779999999999,1.412017e-12,loading
Fe16Cr0,0.0,0.01258493,0.0027107799999999994,4.572859e-13,loading
Fe16Cr0,0.0,0.01358493,0.00372078,1.482643e-12,loading
Fe16Cr0,0.0,0.01458493,0.00473078,1.075241e-12,loading
Fe16Cr0,0.0,0.01558493,0.005740779999999999,3.700357e-12,loading
Fe16Cr0,0.0,0.01658493,0.00675078,5.575964e-12,loading
Fe16Cr0,0.0,0.01758493,0.00776078,3.017713e-12,loading
Fe16Cr0,0.0,0.01858493,0.00877078,1.304514e-12,loading
Fe16Cr0,0.0,0.01958493,0.009780780000000001,6.194404e-12,loading
Fe16Cr0,0.0,0.02058493,0.010790779999999998,2.535928e-12,loading
Fe16Cr0,0.0,0.02158493,0.011800779999999999,2.578673e-12,loading
Fe16Cr0,0.0,0.02258493,0.012810779999999999,4.045736e-12,loading
Fe16Cr0,0.0,0.02358493,0.01382078,1.513783e-12,loading
Fe16Cr0,0.0,0.02458493,0.01483078,2.525589e-12,loading
Fe16Cr0,0.0,0.02558493,0.01584078,2.012946e-12,loading
Fe16Cr0,0.0,0.02658493,0.016850780000000003,2.176981e-12,loading
Fe16Cr0,0.0,0.02758493,0.01786078,2.473348e-13,loading
Fe16Cr0,0.0,0.02858493,0.018870779999999997,7.574535e-14,loading
Fe16Cr0,0.0,0.02958493,0.01988078,3.088015e-12,loading
Fe16Cr0,0.0,0.03058493,0.020890779999999998,2.113659e-12,loading
Fe16Cr0,0.0,0.03158493,0.021900779999999995,8.210355e-12,loading
Fe16Cr0,0.0,0.03258493,0.02291078,1.250631e-11,loading
Fe16Cr0,0.0,0.03358493,0.023920779999999996,7.666832e-12,loading
Fe16Cr0,0.0,0.03458493,0.02493078,8.12275e-12,loading
Fe16Cr0,0.0,0.03558493,0.025940779999999997,4.784617e-12,loading
Fe16Cr0,0.0,0.03658493,0.02695078,1.765442e-06,loading
Fe16Cr0,0.0,0.03758493,0.027960779999999998,5.781731e-05,loading
Fe16Cr0,0.0,0.03858493,0.028970779999999995,0.0001342397,loading
Fe16Cr0,0.0,0.03958493,0.02998078,0.0002225446,loading
Fe16Cr0,0.0,0.04058493,0.030990779999999996,0.0002989906,loading
Fe16Cr0,0.0,0.04158493,0.03200078,0.0004451401,loading
Fe16Cr0,0.0,0.04258493,0.033010779999999997,0.0005522781,loading
Fe16Cr0,0.0,0.04358493,0.03402078,0.0006105527,loading
Fe16Cr0,0.0,0.04458493,0.03503078,0.0006701428,loading
Fe16Cr0,0.0,0.04558493,0.03604078,0.0008158767,loading
Fe16Cr0,0.0,0.04658493,0.03705078,0.0009534744,loading
Fe16Cr0,0.0,0.04758493,0.038060779999999995,0.001074002,loading
Fe16Cr0,0.0,0.04858493,0.03907078,0.001234943,loading
Fe16Cr0,0.0,0.04958493,0.040080779999999996,0.001411126,loading
Fe16Cr0,0.0,0.05058493,0.04109078,0.001473893,loading
Fe16Cr0,0.0,0.05158493,0.04210078,0.001605491,loading
Fe16Cr0,0.0,0.05258493,0.04311078,0.001697453,loading
Fe16Cr0,0.0,0.05358493,0.04412078,0.001860401,loading
Fe16Cr0,0.0,0.05458493,0.045130779999999995,0.002155814,loading
Fe16Cr0,0.0,0.05558493,0.04614078,0.002287477,loading
Fe16Cr0,0.0,0.05658493,0.047150779999999996,0.002414979,loading
Fe16Cr0,0.0,0.05758493,0.04816078,0.002595155,loading
Fe16Cr0,0.0,0.05858493,0.04917078,0.002843517,loading
Fe16Cr0,0.0,0.05958493,0.05018078,0.00305773,loading
Fe16Cr0,0.0,0.06058493,0.05119078,0.003227929,loading
Fe16Cr0,0.0,0.06158493,0.052200779999999995,0.003433397,loading
Fe16Cr0,0.0,0.06258493,0.05321077999999999,0.003696846,loading
Fe16Cr0,0.0,0.06358493,0.05422078,0.003932993,loading
Fe16Cr0,0.0,0.06458493,0.05523078,0.004180971,loading
Fe16Cr0,0.0,0.06558493,0.05624078,0.004449872,loading
Fe16Cr0,0.0,0.06658493,0.057250779999999994,0.004718767,loading
Fe16Cr0,0.0,0.06758493,0.05826077999999999,0.005013114,loading
Fe16Cr0,0.0,0.06858493,0.05927078,0.00529252,loading
Fe16Cr0,0.0,0.06958493,0.06028078,0.00570029,loading
Fe16Cr0,0.0,0.07058493,0.061290779999999996,0.006079649,loading
Fe16Cr0,0.0,0.07158493,0.06230077999999999,0.006363957,loading
Fe16Cr0,0.0,0.07258493,0.06331078000000001,0.006656057,loading
Fe16Cr0,0.0,0.07358493,0.06432078000000001,0.007077315,loading
Fe16Cr0,0.0,0.07458493,0.06533078,0.007577978,loading
Fe16Cr0,0.0,0.07558493,0.06634078,0.008078386,loading
Fe16Cr0,0.0,0.07658493,0.06735078,0.008609667,loading
Fe16Cr0,0.0,0.07758493,0.06836078000000001,0.009202357,loading
Fe16Cr0,0.0,0.07858493,0.06937078,0.009647594,loading
Fe16Cr0,0.0,0.07958493,0.07038078,0.01022967,loading
Fe16Cr0,0.0,0.08058493,0.07139078,0.01088542,loading
Fe16Cr0,0.0,0.08158493,0.07240078000000001,0.0117078,loading
Fe16Cr0,0.0,0.08258493,0.07341078000000001,0.01258304,loading
Fe16Cr0,0.0,0.08358493,0.07442078,0.01339219,loading
Fe16Cr0,0.0,0.08458493,0.07543078,0.014354,loading
Fe16Cr0,0.0,0.08558493,0.07644078,0.0155116,loading
Fe16Cr0,0.0,0.08658493,0.07745078000000001,0.01679022,loading
Fe16Cr0,0.0,0.08758493,0.07846078000000001,0.01815135,loading
Fe16Cr0,0.0,0.08858493,0.07947078,0.01978483,loading
Fe16Cr0,0.0,0.08958493,0.08048078,0.02170046,loading
Fe16Cr0,0.0,0.09058493,0.08149078,0.02394207,loading
Fe16Cr0,0.0,0.09158493,0.08250078000000001,0.0266109,loading
Fe16Cr0,0.0,0.09258493,0.08351078,0.02995256,loading
Fe16Cr0,0.0,0.09358493,0.08452078,0.03409008,loading
Fe16Cr0,0.0,0.09458493,0.08553078,0.03951117,loading
Fe16Cr0,0.0,0.09558493,0.08654078000000001,0.04688242,loading
Fe16Cr0,0.0,0.09658493,0.08755078000000001,0.05747463,loading
Fe16Cr0,0.0,0.09758493,0.08856078,0.07432173,loading
Fe16Cr0,0.0,0.09858493,0.08957078,0.1048615,loading
Fe16Cr0,0.0,0.09958493,0.0905808,0.1777904,loading
Fe16Cr0,0.0,0.1,0.09100000000000001,0.2501674,loading
Fe16Cr0,0.0,0.10001,0.09101010000000001,0.2500568,loading
Fe16Cr0,0.0,0.10002,0.09102020000000001,0.2501483,loading
Fe16Cr0,0.0,0.100035,0.0910353,0.2502898,loading
Fe16Cr0,0.0,0.1000575,0.0910581,0.2505023,loading
Fe16Cr0,0.0,0.1000913,0.0910922,0.2508208,loading
Fe16Cr0,0.0,0.1001419,0.09114330000000001,0.2512988,loading
Fe16Cr0,0.0,0.1002178,0.09122000000000001,0.2520159,loading
Fe16Cr0,0.0,0.1003317,0.091335,0.2530922,loading
Fe16Cr0,0.0,0.1005026,0.09150760000000001,0.2547095,loading
Fe16Cr0,0.0,0.1007589,0.0917665,0.2571554,loading
Fe16Cr0,0.0,0.1011433,0.0921547,0.2608349,loading
Fe16Cr0,0.0,0.10172,0.0927372,0.2664582,loading
Fe16Cr0,0.0,0.1025849,0.09361080000000001,0.2750892,loading
Fe16Cr0,0.0,0.1035849,0.0946208,0.2852061,loading
Fe16Cr0,0.0,0.1045849,0.0956308,0.2954075,loading
Fe16Cr0,0.0,0.1055849,0.0966408,0.3059694,loading
Fe16Cr0,0.0,0.1065849,0.09765080000000001,0.3165677,loading
Fe16Cr0,0.0,0.1075849,0.0986608,0.3272921,loading
Fe16Cr0,0.0,0.1085849,0.0996708,0.3382785,loading
Fe16Cr0,0.0,0.1095849,0.1006808,0.3496248,loading
Fe16Cr0,0.0,0.1105849,0.10169080000000001,0.3612052,loading
Fe16Cr0,0.0,0.1115849,0.10270080000000001,0.3729415,loading
Fe16Cr0,0.0,0.1125849,0.1037108,0.3849118,loading
Fe16Cr0,0.0,0.1135849,0.1047208,0.3971762,loading
Fe16Cr0,0.0,0.1145849,0.1057308,0.4096581,loading
Fe16Cr0,0.0,0.1155849,0.10674080000000001,0.4223506,loading
Fe16Cr0,0.0,0.1165849,0.10775080000000001,0.4353151,loading
Fe16Cr0,0.0,0.1175849,0.1087608,0.4485281,loading
Fe16Cr0,0.0,0.1185849,0.1097708,0.4619712,loading
Fe16Cr0,0.0,0.1195849,0.1107808,0.4756598,loading
Fe16Cr0,0.0,0.1205849,0.11179080000000001,0.4896369,loading
Fe16Cr0,0.0,0.1215849,0.1128008,0.5038098,loading
Fe16Cr0,0.0,0.1225849,0.1138108,0.518277,loading
Fe16Cr0,0.0,0.1235849,0.1148208,0.5330042,loading
Fe16Cr0,0.0,0.1245849,0.1158308,0.5479194,loading
Fe16Cr0,0.0,0.1255849,0.11684080000000001,0.563159,loading
Fe16Cr0,0.0,0.1265849,0.11785079999999999,0.5787946,loading
Fe16Cr0,0.0,0.1275849,0.1188608,0.5946373,loading
Fe16Cr0,0.0,0.1285849,0.11987080000000001,0.6105833,loading
Fe16Cr0,0.0,0.1295849,0.1208808,0.6267271,loading
Fe16Cr0,0.0,0.1305849,0.12189080000000001,0.6432038,loading
Fe16Cr0,0.0,0.1315849,0.12290080000000002,0.6601407,loading
Fe16Cr0,0.0,0.1325849,0.1239108,0.6772521,loading
Fe16Cr0,0.0,0.1335849,0.12492080000000001,0.6949086,loading
Fe16Cr0,0.0,0.1345849,0.12593079999999998,0.7125854,loading
Fe16Cr0,0.0,0.1355849,0.1269408,0.7303658,loading
Fe16Cr0,0.0,0.1365849,0.1279508,0.7485923,loading
Fe16Cr0,0.0,0.1375849,0.1289608,0.7672389,loading
Fe16Cr0,0.0,0.1385849,0.1299708,0.7861364,loading
Fe16Cr0,0.0,0.1395849,0.13098079999999998,0.8052548,loading
Fe16Cr0,0.0,0.1405849,0.1319908,0.824687,loading
Fe16Cr0,0.0,0.1415849,0.1330008,0.8444567,loading
Fe16Cr0,0.0,0.1425849,0.13401079999999999,0.8644651,loading
Fe16Cr0,0.0,0.1435849,0.1350208,0.8848007,loading
Fe16Cr0,0.0,0.1445849,0.13603079999999998,0.9054486,loading
Fe16Cr0,0.0,0.1455849,0.1370408,0.9263949,loading
Fe16Cr0,0.0,0.1465849,0.1380508,0.9475506,loading
Fe16Cr0,0.0,0.1475849,0.13906079999999998,0.9691399,loading
Fe16Cr0,0.0,0.1485849,0.1400708,0.9910396,loading
Fe16Cr0,0.0,0.1495849,0.14108079999999998,1.013159,loading
Fe16Cr0,0.0,0.1505849,0.1420908,1.035688,loading
Fe16Cr0,0.0,0.1515849,0.1431008,1.058494,loading
Fe16Cr0,0.0,0.1525849,0.14411079999999998,1.081608,loading
Fe16Cr0,0.0,0.1535849,0.1451208,1.105046,loading
Fe16Cr0,0.0,0.1545849,0.14613079999999998,1.128913,loading
Fe16Cr0,0.0,0.1555849,0.1471408,1.153157,loading
Fe16Cr0,0.0,0.1565849,0.1481508,1.177521,loading
Fe16Cr0,0.0,0.1575849,0.14916079999999998,1.202104,loading
Fe16Cr0,0.0,0.1585849,0.1501708,1.227005,loading
Fe16Cr0,0.0,0.1595849,0.1511808,1.252524,loading
Fe16Cr0,0.0,0.1605849,0.1521908,1.278253,loading
Fe16Cr0,0.0,0.1615849,0.1532008,1.304589,loading
Fe16Cr0,0.0,0.1625849,0.15421079999999998,1.331086,loading
Fe16Cr0,0.0,0.1635849,0.1552208,1.357631,loading
Fe16Cr0,0.0,0.1645849,0.1562308,1.384587,loading
Fe16Cr0,0.0,0.1655849,0.1572408,1.412162,loading
Fe16Cr0,0.0,0.1665849,0.1582508,1.439977,loading
Fe16Cr0,0.0,0.1675849,0.15926079999999998,1.468056,loading
Fe16Cr0,0.0,0.1685849,0.1602708,1.49659,loading
Fe16Cr0,0.0,0.1695849,0.1612808,1.525402,loading
Fe16Cr0,0.0,0.1705849,0.16229079999999999,1.554576,loading
Fe16Cr0,0.0,0.1715849,0.1633008,1.58414,loading
Fe16Cr0,0.0,0.1725849,0.16431079999999998,1.61407,loading
Fe16Cr0,0.0,0.1735849,0.1653208,1.644212,loading
Fe16Cr0,0.0,0.1745849,0.1663308,1.67481,loading
Fe16Cr0,0.0,0.1755849,0.16734079999999998,1.705888,loading
Fe16Cr0,0.0,0.1765849,0.1683508,1.737257,loading
Fe16Cr0,0.0,0.1775849,0.16936079999999998,1.768867,loading
Fe16Cr0,0.0,0.1785849,0.1703708,1.800969,loading
Fe16Cr0,0.0,0.1795849,0.1713808,1.833418,loading
Fe16Cr0,0.0,0.1805849,0.17239079999999998,1.86625,loading
Fe16Cr0,0.0,0.1815849,0.1734008,1.899342,loading
Fe16Cr0,0.0,0.1825849,0.1744108,1.932919,loading
Fe16Cr0,0.0,0.1835849,0.1754208,1.967103,loading
Fe16Cr0,0.0,0.1845849,0.1764308,2.001415,loading
Fe16Cr0,0.0,0.1855849,0.17744079999999998,2.035996,loading
Fe16Cr0,0.0,0.1865849,0.1784508,2.070842,loading
Fe16Cr0,0.0,0.1875849,0.1794608,2.10632,loading
Fe16Cr0,0.0,0.1885849,0.1804708,2.142259,loading
Fe16Cr0,0.0,0.1895849,0.1814808,2.178675,loading
Fe16Cr0,0.0,0.1905849,0.18249079999999998,2.215495,loading
Fe16Cr0,0.0,0.1915849,0.1835008,2.25232,loading
Fe16Cr0,0.0,0.1925849,0.1845108,2.289532,loading
Fe16Cr0,0.0,0.1935849,0.18552079999999999,2.327482,loading
Fe16Cr0,0.0,0.1945849,0.1865308,2.365706,loading
Fe16Cr0,0.0,0.1955849,0.18754079999999998,2.404327,loading
Fe16Cr0,0.0,0.1965849,0.1885508,2.44333,loading
Fe16Cr0,0.0,0.1975849,0.1895608,2.482714,loading
Fe16Cr0,0.0,0.1985849,0.19057079999999998,2.522574,loading
Fe16Cr0,0.0,0.1995849,0.1915808,2.562883,loading
Fe16Cr0,0.0,0.2,0.192,2.576996,loading
Fe16Cr0,0.0,0.20001,0.1920101,2.575506,loading
Fe16Cr0,0.0,0.20002,0.1920202,2.5759,loading
Fe16Cr0,0.0,0.200035,0.1920353,2.576532,loading
Fe16Cr0,0.0,0.2000575,0.19205809999999998,2.57748,loading
Fe16Cr0,0.0,0.2000912,0.1920922,2.578902,loading
Fe16Cr0,0.0,0.2001419,0.1921433,2.581036,loading
Fe16Cr0,0.0,0.2002178,0.19222,2.584237,loading
Fe16Cr0,0.0,0.2003317,0.19233499999999998,2.589038,loading
Fe16Cr0,0.0,0.2005026,0.1925076,2.59624,loading
Fe16Cr0,0.0,0.2007589,0.19276649999999998,2.607047,loading
Fe16Cr0,0.0,0.2011433,0.19315469999999998,2.623281,loading
Fe16Cr0,0.0,0.20172,0.1937372,2.647873,loading
Fe16Cr0,0.0,0.2025849,0.1946108,2.685218,loading
Fe16Cr0,0.0,0.2035849,0.19562079999999998,2.727919,loading
Fe16Cr0,0.0,0.2045849,0.1966308,2.770231,loading
Fe16Cr0,0.0,0.2055849,0.19764079999999998,2.812774,loading
Fe16Cr0,0.0,0.2065849,0.1986508,2.855938,loading
Fe16Cr0,0.0,0.2075849,0.1996608,2.899503,loading
Fe16Cr0,0.0,0.2085849,0.20067079999999998,2.943482,loading
Fe16Cr0,0.0,0.2095849,0.2016808,2.987847,loading
Fe16Cr0,0.0,0.2105849,0.2026908,3.032642,loading
Fe16Cr0,0.0,0.2115849,0.2037008,3.078055,loading
Fe16Cr0,0.0,0.2125849,0.2047108,3.123894,loading
Fe16Cr0,0.0,0.2135849,0.20572079999999998,3.169937,loading
Fe16Cr0,0.0,0.2145849,0.2067308,3.216233,loading
Fe16Cr0,0.0,0.2155849,0.2077408,3.263071,loading
Fe16Cr0,0.0,0.2165849,0.2087508,3.310698,loading
Fe16Cr0,0.0,0.2175849,0.2097608,3.3586,loading
Fe16Cr0,0.0,0.2185849,0.21077079999999998,3.407234,loading
Fe16Cr0,0.0,0.2195849,0.2117808,3.455922,loading
Fe16Cr0,0.0,0.2205849,0.2127908,3.504871,loading
Fe16Cr0,0.0,0.2215849,0.21380079999999999,3.554552,loading
Fe16Cr0,0.0,0.2225849,0.2148108,3.604697,loading
Fe16Cr0,0.0,0.2235849,0.21582079999999998,3.655246,loading
Fe16Cr0,0.0,0.2245849,0.2168308,3.706209,loading
Fe16Cr0,0.0,0.2255849,0.2178408,3.757684,loading
Fe16Cr0,0.0,0.2265849,0.21885079999999998,3.809781,loading
Fe16Cr0,0.0,0.2275849,0.2198608,3.862134,loading
Fe16Cr0,0.0,0.2285849,0.22087079999999998,3.914679,loading
Fe16Cr0,0.0,0.2295849,0.2218808,3.967844,loading
Fe16Cr0,0.0,0.2305849,0.2228908,4.021852,loading
Fe16Cr0,0.0,0.2315849,0.22390079999999998,4.076294,loading
Fe16Cr0,0.0,0.2325849,0.2249108,4.131073,loading
Fe16Cr0,0.0,0.2335849,0.2259208,4.186061,loading
Fe16Cr0,0.0,0.2345849,0.2269308,4.241521,loading
Fe16Cr0,0.0,0.2355849,0.2279408,4.297712,loading
Fe16Cr0,0.0,0.2365849,0.22895079999999998,4.354303,loading
Fe16Cr0,0.0,0.2375849,0.2299608,4.411235,loading
Fe16Cr0,0.0,0.2385849,0.2309708,4.468786,loading
Fe16Cr0,0.0,0.2395849,0.2319808,4.526816,loading
Fe16Cr0,0.0,0.2405849,0.2329908,4.585611,loading
Fe16Cr0,0.0,0.2415849,0.23400079999999998,4.644614,loading
Fe16Cr0,0.0,0.2425849,0.2350108,4.703902,loading
Fe16Cr0,0.0,0.2435849,0.2360208,4.76352,loading
Fe16Cr0,0.0,0.2445849,0.23703079999999999,4.824118,loading
Fe16Cr0,0.0,0.2455849,0.2380408,4.885241,loading
Fe16Cr0,0.0,0.2465849,0.23905079999999998,4.946746,loading
Fe16Cr0,0.0,0.2475849,0.24006080000000002,5.008695,loading
Fe16Cr0,0.0,0.2485849,0.24107079999999997,5.071062,loading
Fe16Cr0,0.0,0.2495849,0.24208079999999998,5.134239,loading
Fe16Cr0,0.0,0.2505849,0.2430908,5.197848,loading
Fe16Cr0,0.0,0.2515849,0.2441008,5.26198,loading
Fe16Cr0,0.0,0.2525849,0.24511080000000002,5.326486,loading
Fe16Cr0,0.0,0.2535849,0.24612079999999997,5.391794,loading
Fe16Cr0,0.0,0.2545849,0.24713079999999998,5.457735,loading
Fe16Cr0,0.0,0.2555849,0.2481408,5.52388,loading
Fe16Cr0,0.0,0.2565849,0.2491508,5.590228,loading
Fe16Cr0,0.0,0.2575849,0.2501608,5.657456,loading
Fe16Cr0,0.0,0.2585849,0.25117079999999997,5.72503,loading
Fe16Cr0,0.0,0.2595849,0.2521808,5.7937,loading
Fe16Cr0,0.0,0.2605849,0.2531908,5.862795,loading
Fe16Cr0,0.0,0.2615849,0.2542008,5.932211,loading
Fe16Cr0,0.0,0.2625849,0.2552108,6.001887,loading
Fe16Cr0,0.0,0.2635849,0.25622079999999997,6.072376,loading
Fe16Cr0,0.0,0.2645849,0.2572308,6.143597,loading
Fe16Cr0,0.0,0.2655849,0.2582408,6.215208,loading
Fe16Cr0,0.0,0.2665849,0.2592508,6.287461,loading
Fe16Cr0,0.0,0.2675849,0.2602608,6.360037,loading
Fe16Cr0,0.0,0.2685849,0.26127079999999997,6.43354,loading
Fe16Cr0,0.0,0.2695849,0.2622808,6.507479,loading
Fe16Cr0,0.0,0.2705849,0.2632908,6.58166,loading
Fe16Cr0,0.0,0.2715849,0.2643008,6.656371,loading
Fe16Cr0,0.0,0.2725849,0.2653108,6.731966,loading
Fe16Cr0,0.0,0.2735849,0.26632079999999997,6.808228,loading
Fe16Cr0,0.0,0.2745849,0.2673308,6.884817,loading
Fe16Cr0,0.0,0.2755849,0.2683408,6.961862,loading
Fe16Cr0,0.0,0.2765849,0.2693508,7.039633,loading
Fe16Cr0,0.0,0.2775849,0.2703608,7.117964,loading
Fe16Cr0,0.0,0.2785849,0.27137079999999997,7.196846,loading
Fe16Cr0,0.0,0.2795849,0.2723808,7.276358,loading
Fe16Cr0,0.0,0.2805849,0.2733908,7.356314,loading
Fe16Cr0,0.0,0.2815849,0.2744008,7.436877,loading
Fe16Cr0,0.0,0.2825849,0.2754108,7.518455,loading
Fe16Cr0,0.0,0.2835849,0.27642079999999997,7.600351,loading
Fe16Cr0,0.0,0.2845849,0.2774308,7.682302,loading
Fe16Cr0,0.0,0.2855849,0.2784408,7.765141,loading
Fe16Cr0,0.0,0.2865849,0.2794508,7.848344,loading
Fe16Cr0,0.0,0.2875849,0.2804608,7.932663,loading
Fe16Cr0,0.0,0.2885849,0.28147079999999997,8.017702,loading
Fe16Cr0,0.0,0.2895849,0.2824808,8.103119,loading
Fe16Cr0,0.0,0.2905849,0.2834908,8.188844,loading
Fe16Cr0,0.0,0.2915849,0.2845008,8.274987,loading
Fe16Cr0,0.0,0.2925849,0.2855108,8.362119,loading
Fe16Cr0,0.0,0.2935849,0.28652079999999996,8.449829,loading
Fe16Cr0,0.0,0.2945849,0.2875308,8.538083,loading
Fe16Cr0,0.0,0.2955849,0.2885408,8.6269,loading
Fe16Cr0,0.0,0.2965849,0.2895508,8.716471,loading
Fe16Cr0,0.0,0.2975849,0.2905608,8.806694,loading
Fe16Cr0,0.0,0.2985849,0.2915708,8.897219,loading
Fe16Cr0,0.0,0.2995849,0.2925808,8.988288,loading
Fe16Cr0,0.0,0.3,0.293,9.020076,loading
Fe16Cr0,0.0,0.30001,0.2930101,9.016539,loading
Fe16Cr0,0.0,0.30002,0.2930202,9.017413,loading
Fe16Cr0,0.0,0.300035,0.2930353,9.018847,loading
Fe16Cr0,0.0,0.3000575,0.2930581,9.020999,loading
Fe16Cr0,0.0,0.3000913,0.29309219999999997,9.024226,loading
Fe16Cr0,0.0,0.3001419,0.2931433,9.029068,loading
Fe16Cr0,0.0,0.3002178,0.29322,9.036331,loading
Fe16Cr0,0.0,0.3003317,0.293335,9.047231,loading
Fe16Cr0,0.0,0.3005026,0.2935076,9.063598,loading
Fe16Cr0,0.0,0.3007589,0.2937665,9.088249,loading
Fe16Cr0,0.0,0.3011433,0.2941547,9.125252,loading
Fe16Cr0,0.0,0.30172,0.2947372,9.1808,loading
Fe16Cr0,0.0,0.3025849,0.2956108,9.264428,loading
Fe16Cr0,0.0,0.3035849,0.2966208,9.359663,loading
Fe16Cr0,0.0,0.3045849,0.2976308,9.454028,loading
Fe16Cr0,0.0,0.3055849,0.2986408,9.54899,loading
Fe16Cr0,0.0,0.3065849,0.2996508,9.64456,loading
Fe16Cr0,0.0,0.3075849,0.3006608,9.740806,loading
Fe16Cr0,0.0,0.3085849,0.3016708,9.837624,loading
Fe16Cr0,0.0,0.3095849,0.30268079999999997,9.934824,loading
Fe16Cr0,0.0,0.3105849,0.3036908,10.0333,loading
Fe16Cr0,0.0,0.3115849,0.3047008,10.13236,loading
Fe16Cr0,0.0,0.3125849,0.3057108,10.2315,loading
Fe16Cr0,0.0,0.3135849,0.3067208,10.33107,loading
Fe16Cr0,0.0,0.3145849,0.30773079999999997,10.43163,loading
Fe16Cr0,0.0,0.3155849,0.3087408,10.53271,loading
Fe16Cr0,0.0,0.3165849,0.3097508,10.6349,loading
Fe16Cr0,0.0,0.3175849,0.3107608,10.73784,loading
Fe16Cr0,0.0,0.3185849,0.3117708,10.84105,loading
Fe16Cr0,0.0,0.3195849,0.31278079999999997,10.9446,loading
Fe16Cr0,0.0,0.3205849,0.3137908,11.04889,loading
Fe16Cr0,0.0,0.3215849,0.3148008,11.15403,loading
Fe16Cr0,0.0,0.3225849,0.3158108,11.25986,loading
Fe16Cr0,0.0,0.3235849,0.3168208,11.36627,loading
Fe16Cr0,0.0,0.3245849,0.31783079999999997,11.47334,loading
Fe16Cr0,0.0,0.3255849,0.3188408,11.58124,loading
Fe16Cr0,0.0,0.3265849,0.3198508,11.68955,loading
Fe16Cr0,0.0,0.3275849,0.3208608,11.79844,loading
Fe16Cr0,0.0,0.3285849,0.3218708,11.90835,loading
Fe16Cr0,0.0,0.3295849,0.32288079999999997,12.01872,loading
Fe16Cr0,0.0,0.3305849,0.3238908,12.12957,loading
Fe16Cr0,0.0,0.3315849,0.3249008,12.24135,loading
Fe16Cr0,0.0,0.3325849,0.3259108,12.35372,loading
Fe16Cr0,0.0,0.3335849,0.3269208,12.46681,loading
Fe16Cr0,0.0,0.3345849,0.32793079999999997,12.58047,loading
Fe16Cr0,0.0,0.3355849,0.3289408,12.69488,loading
Fe16Cr0,0.0,0.3365849,0.3299508,12.80985,loading
Fe16Cr0,0.0,0.3375849,0.3309608,12.92546,loading
Fe16Cr0,0.0,0.3385849,0.3319708,13.04198,loading
Fe16Cr0,0.0,0.3395849,0.33298079999999997,13.15953,loading
Fe16Cr0,0.0,0.3405849,0.3339908,13.27737,loading
Fe16Cr0,0.0,0.3415849,0.3350008,13.39528,loading
Fe16Cr0,0.0,0.3425849,0.3360108,13.51436,loading
Fe16Cr0,0.0,0.3435849,0.3370208,13.63389,loading
Fe16Cr0,0.0,0.3445849,0.33803079999999996,13.75451,loading
Fe16Cr0,0.0,0.3455849,0.3390408,13.87621,loading
Fe16Cr0,0.0,0.3465849,0.3400508,13.99841,loading
Fe16Cr0,0.0,0.3475849,0.3410608,14.12097,loading
Fe16Cr0,0.0,0.3485849,0.3420708,14.24381,loading
Fe16Cr0,0.0,0.3495849,0.34308079999999996,14.3677,loading
Fe16Cr0,0.0,0.3505849,0.3440908,14.49257,loading
Fe16Cr0,0.0,0.3515849,0.3451008,14.61794,loading
Fe16Cr0,0.0,0.3525849,0.3461108,14.74416,loading
Fe16Cr0,0.0,0.3535849,0.3471208,14.87099,loading
Fe16Cr0,0.0,0.3545849,0.3481308,14.99851,loading
Fe16Cr0,0.0,0.3555849,0.3491408,15.12663,loading
Fe16Cr0,0.0,0.3565849,0.3501508,15.2557,loading
Fe16Cr0,0.0,0.3575849,0.3511608,15.38529,loading
Fe16Cr0,0.0,0.3585849,0.3521708,15.5156,loading
Fe16Cr0,0.0,0.3595849,0.3531808,15.64674,loading
Fe16Cr0,0.0,0.3605849,0.3541908,15.77859,loading
Fe16Cr0,0.0,0.3615849,0.3552008,15.91132,loading
Fe16Cr0,0.0,0.3625849,0.3562108,16.04425,loading
Fe16Cr0,0.0,0.3635849,0.3572208,16.17823,loading
Fe16Cr0,0.0,0.3645849,0.3582308,16.31295,loading
Fe16Cr0,0.0,0.3655849,0.35924079999999997,16.44831,loading
Fe16Cr0,0.0,0.3665849,0.3602508,16.58419,loading
Fe16Cr0,0.0,0.3675849,0.3612608,16.72157,loading
Fe16Cr0,0.0,0.3685849,0.3622708,16.85947,loading
Fe16Cr0,0.0,0.3695849,0.3632808,16.99756,loading
Fe16Cr0,0.0,0.3705849,0.36429079999999997,17.13609,loading
Fe16Cr0,0.0,0.3715849,0.3653008,17.2759,loading
Fe16Cr0,0.0,0.3725849,0.3663108,17.4163,loading
Fe16Cr0,0.0,0.3735849,0.3673208,17.55782,loading
Fe16Cr0,0.0,0.3745849,0.3683308,17.70035,loading
Fe16Cr0,0.0,0.3755849,0.36934079999999997,17.84339,loading
Fe16Cr0,0.0,0.3765849,0.3703508,17.98684,loading
Fe16Cr0,0.0,0.3775849,0.3713608,18.13087,loading
Fe16Cr0,0.0,0.3785849,0.3723708,18.27612,loading
Fe16Cr0,0.0,0.3795849,0.3733808,18.42243,loading
Fe16Cr0,0.0,0.3805849,0.37439079999999997,18.5692,loading
Fe16Cr0,0.0,0.3815849,0.3754008,18.7167,loading
Fe16Cr0,0.0,0.3825849,0.3764108,18.86507,loading
