Time,cpu.core1,cpu.core2
20:34:54,100.0,33.3
20:35:54
20:36:55,15988.2,2057.6,13930.6,12.9
20:37:55,15988.2,2223.5,13764.7,13.9
20:38:55,15988.2,2386.3,13601.9,14.9
20:39:55,15988.2,2085.5,13902.7,13.0
20:40:56,15988.2,2152.5,13835.7,13.5
20:41:56,15988.2,2048.4,13939.8,12.8
20:42:56,15988.2,2049.5,13938.7,12.8
20:43:57,15988.2,2289.9,13698.3,14.3
20:44:57,15988.2,2197.8,13790.4,13.7
20:45:57
20:46:58
20:47:58,15988.2,2060.2,13928.0,12.9
20:48:58
20:49:59,15988.2,2254.9,13733.3,14.1
20:50:59,15988.2,2061.1,13927.1,12.9
20:51:59,15988.2,2065.6,13922.6,12.9
20:54:00,15988.2,2219.9,13768.3,13.9
20:55:00,15988.2,2055.6,13932.6,12.9
20:56:00
20:57:01
20:58:01
20:59:01
21:01:02,15988.2,2059.0,13929.2,12.9
21:02:02,15988.2,2084.5,13903.7,13.0
ram.total,15988.2
ram.used,2120.6
ram.free,13867.6
ram.percent,13.3
21:04:03,15988.2,2066.6,13921.6,12.9
21:05:03,15988.2,2069.4,13918.9,12.9
21:06:04
21:07:04,15988.2,2060.6,13927.6,12.9
21:08:04,15988.2,2214.1,13774.1,13.8
21:09:05,15988.2,2066.9,13921.3,12.9
21:10:05,15988.2,2066.6,13921.6,12.9
21:11:05,15988.2,2253.2,13735.0,14.1
21:12:06,15988.2,2177.5,13810.7,13.6
21:13:06,15988.2,2063.1,13925.1,12.9
21:14:06,15988.2,2248.7,13739.5,14.1
21:15:06,15988.2,2183.6,13804.6,13.7
21:16:07,15988.2,2055.9,13932.3,12.9
21:17:07,15988.2,2062.7,13925.5,12.9
21:18:07,15988.2,2186.0,13802.2,13.7
21:19:07
21:20:08,15988.2,2075.5,13912.7,13.0
Time,Time,ram.used,2071.3
21:21:08,21:21:08,ram.free,13916.9
ram.percent,13.0
21:23:09
21:24:09,15988.2,2145.9,13842.3,13.4
21:25:10
Time,Time,ram.used,2146.8
21:26:10,21:26:10,ram.free,13841.4
ram.percent,13.4
46.8,13841.4,13.4
21:27:10,15988.2,2167.4,13820.8,13.6
21:28:11,21:28:11
21:29:11
21:30:11
21:31:12,15988.2,2331.1,13657.1,14.6
21:32:12
21:33:12,15988.2,2142.6,13845.6,13.4
21:34:13
21:35:13
21:36:13,15988.2,2341.7,13646.5,14.6
21:38:14
21:39:14
21:40:15
21:41:15,15988.2,2154.2,13834.0,13.5
21:42:15,15988.2,2279.6,13708.6,14.3
21:43:16,15988.2,2145.0,13843.2,13.4
21:44:16,15988.2,2157.0,13831.2,13.5
21:45:16,15988.2,2159.9,13828.4,13.5
21:46:17,15988.2,2143.5,13844.7,13.4
21:47:17,15988.2,2159.0,13829.2,13.5
21:48:17,15988.2,2150.7,13837.5,13.5
21:49:18,15988.2,2153.5,13834.7,13.5
21:50:18,15988.2,2152.6,13835.6,13.5
21:51:18
21:52:19,15988.2,2145.8,13842.4,13.4
21:53:19,15988.2,2149.2,13839.0,13.4
21:54:19,15988.2,2142.0,13846.2,13.4
21:55:20,15988.2,2144.0,13844.2,13.4
21:56:20,15988.2,2150.9,13837.3,13.5
21:57:20
21:58:21,15988.2,2138.2,13850.0,13.4
21:59:21,15988.2,2123.0,13865.2,13.3
22:00:21,15988.2,2231.4,13756.8,14.0
22:01:21,15988.2,2141.3,13846.9,13.4
22:02:22,15988.2,2143.3,13844.9,13.4
22:03:22
22:04:22,15988.2,2135.6,13852.6,13.4
22:05:23
22:06:23,15988.2,2135.8,13852.4,13.4
22:07:23,15988.2,2127.9,13860.3,13.3
22:08:24,15988.2,2146.7,13841.5,13.4
22:09:24,15988.2,2131.5,13856.7,13.3
22:10:24,15988.2,2134.3,13853.9,13.3
22:11:25,15988.2,2133.9,13854.4,13.3
22:12:25
22:14:26
22:15:26,15988.2,2130.6,13857.6,13.3
22:16:26,15988.2,2127.5,13860.7,13.3
22:17:27,15988.2,2231.3,13757.0,14.0
22:18:27,15988.2,2128.3,13859.9,13.3
22:19:27,15988.2,2255.8,13732.4,14.1
22:20:28,15988.2,2238.2,13750.0,14.0
22:21:28,15988.2,2132.0,13856.2,13.3
22:23:29,15988.2,2127.7,13860.5,13.3
22:24:29,15988.2,2151.7,13836.5,13.5
22:25:29,15988.2,2133.1,13855.1,13.3
22:26:29,15988.2,2128.2,13860.0,13.3
22:27:30,15988.2,2131.4,13856.9,13.3
22:28:30,15988.2,2119.6,13868.6,13.3
22:29:30,15988.2,2244.4,13743.9,14.0
22:30:30,15988.2,2352.9,13635.3,14.7
22:31:31
22:33:32
22:34:32,15988.2,2142.9,13845.3,13.4
22:35:32
22:36:33,15988.2,2137.0,13851.3,13.4
22:37:33,15988.2,2267.7,13720.5,14.2
22:38:33,15988.2,2132.4,13855.8,13.3
22:39:34,15988.2,2351.2,13637.0,14.7
22:40:34,15988.2,2138.1,13850.1,13.4
22:41:34,15988.2,2138.9,13849.4,13.4
22:42:35,15988.2,2135.9,13852.3,13.4
22:43:35,ram.used,2134.9
ram.free,13853.3
ram.percent,13.4
22:44:35
22:45:36,15988.2,2134.6,13853.6,13.4
22:46:36,15988.2,2143.6,13844.6,13.4
22:47:36
22:48:37
22:51:38,15988.2,2124.2,13864.1,13.3
22:52:38,22:52:38,15988.2,2145.9,13842.3,13.4
22:53:38
22:54:39
22:55:39
22:56:39,15988.2,2147.8,13840.5,13.4
22:57:40
22:59:41,15988.2,2231.1,13757.1,14.0
23:00:41
23:01:41,15988.2,2111.6,13876.6,13.2
23:02:41,15988.2,2159.1,13829.2,13.5
23:03:42,15988.2,2113.3,13874.9,13.2
23:04:42,15988.2,2150.0,13838.2,13.4
23:05:42,15988.2,2264.1,13724.1,14.2
23:06:43,15988.2,2314.1,13674.1,14.5
23:07:43,15988.2,2153.7,13834.5,13.5
23:08:43,15988.2,2289.8,13698.5,14.3
23:09:43,15988.2,2164.0,13824.2,13.5
23:10:44,15988.2,2150.6,13837.7,13.5
23:11:44,15988.2,2121.2,13867.0,13.3
23:12:44,15988.2,2132.3,13855.9,13.3
23:13:45,15988.2,2121.8,13866.5,13.3
23:14:45,15988.2,2131.0,13857.2,13.3
23:17:46,15988.2,2120.2,13868.0,13.3
23:18:46,15988.2,2131.1,13857.1,13.3
23:19:46,15988.2,2120.4,13867.8,13.3
23:20:47,15988.2,2135.3,13852.9,13.4
23:21:47,15988.2,2120.7,13867.5,13.3
23:22:47,15988.2,2125.4,13862.8,13.3
23:23:48,15988.2,2132.5,13855.7,13.3
23:24:48,15988.2,2137.1,13851.1,13.4
23:25:48,15988.2,2129.1,13859.1,13.3
23:26:48
23:27:49,15988.2,2128.9,13859.3,13.3
23:28:49,15988.2,2127.2,13861.0,13.3
23:29:49,15988.2,2126.5,13861.7,13.3
23:30:50,15988.2,2130.5,13857.7,13.3
23:31:50
23:32:50
23:33:51,15988.2,2136.1,13852.1,13.4
2125.7,13862.5,13.3
.percent,13.3

23:35:51,2125.7,13862.5,13.3
.percent,13.3
23:36:52,15988.2,2126.8,13861.4,13.3
23:37:52,15988.2,2131.1,13857.2,13.3
23:38:52,15988.2,2118.5,13869.7,13.3
23:39:53,15988.2,2136.4,13851.8,13.4
23:40:53
23:43:54,15988.2,2122.6,13865.6,13.3
23:44:54,15988.2,2137.6,13850.6,13.4
23:45:55,15988.2,2127.0,13861.2,13.3
23:46:55,15988.2,2137.9,13850.3,13.4
23:47:55,15988.2,2120.9,13867.3,13.3
23:48:56,15988.2,2137.2,13851.0,13.4
23:49:56,15988.2,2124.2,13864.0,13.3
23:50:56,15988.2,2123.1,13865.1,13.3
23:51:57,15988.2,2133.8,13854.4,13.3
23:53:57,15988.2,2138.1,13850.2,13.4
23:55:58,15988.2,2129.3,13858.9,13.3
23:56:58,15988.2,2131.6,13856.6,13.3
23:57:59,15988.2,2124.7,13863.6,13.3
23:58:59,15988.2,2138.1,13850.1,13.4
23:59:59,15988.2,2117.6,13870.6,13.2
00:00:59,15988.2,2123.7,13864.5,13.3
00:02:00,15988.2,2123.2,13865.0,13.3
00:03:00,15988.2,2143.8,13844.4,13.4
00:04:00,15988.2,2128.6,13859.7,13.3
00:05:01,15988.2,2127.0,13861.2,13.3
00:06:01,15988.2,2120.0,13868.2,13.3
00:07:01,15988.2,2123.2,13865.0,13.3
00:08:01
00:09:02,15988.2,2138.6,13849.6,13.4
00:10:02
00:11:02,15988.2,2134.6,13853.6,13.4
00:12:03,15988.2,2145.1,13843.1,13.4
00:13:03,15988.2,2120.1,13868.1,13.3
00:14:03,15988.2,2137.0,13851.2,13.4
00:15:04,15988.2,2132.5,13855.7,13.3
00:16:04,15988.2,2128.3,13859.9,13.3
00:17:04,15988.2,2144.1,13844.1,13.4
00:18:05,15988.2,2142.9,13845.3,13.4
00:21:06,15988.2,2135.9,13852.3,13.4
00:22:06
00:23:07
00:24:07,15988.2,2123.8,13864.4,13.3
00:25:07,15988.2,2128.1,13860.1,13.3
00:26:08,15988.2,2133.8,13854.4,13.3
00:27:08,15988.2,2140.5,13847.7,13.4
00:28:08,15988.2,2139.2,13849.0,13.4
00:29:09,15988.2,2127.9,13860.4,13.3
00:30:09,ram.used,2128.2
ram.free,13860.0
ram.percent,13.3
00:31:10,15988.2,2281.7,13706.5,14.3
00:33:10
00:34:11
00:35:11
00:36:12,15988.2,2139.0,13849.2,13.4
